Frequency_Hz,Amplitude_dB,Transformer_ID,Condition
15338.1,-55.66046248277771,T3,Healthy
15696.09,-55.525881270794976,T3,Healthy
16062.44,-56.05668956688199,T3,Healthy
16437.34,-57.33396604310409,T3,Healthy
16821.0,-57.47451247211155,T3,Healthy
17213.6,-58.12431292302279,T3,Healthy
17615.37,-57.98131761103174,T3,Healthy
18026.52,-56.34109021025296,T3,Healthy
18447.26,-58.2976797597669,T3,Healthy
18877.82,-57.18710077831472,T3,Healthy
19318.44,-56.77881795560409,T3,Healthy
19769.33,-59.01901433723267,T3,Healthy
20230.75,-57.651070003545264,T3,Healthy
20702.94,-57.98871231404479,T3,Healthy
21186.15,-58.58964664109052,T3,Healthy
21680.64,-60.05529129577101,T3,Healthy
22186.67,-59.49865953058992,T3,Healthy
22704.51,-59.75754850698779,T3,Healthy
23234.44,-58.92718713583335,T3,Healthy
23776.74,-59.54248692459117,T3,Healthy
24331.69,-60.783998975624606,T3,Healthy
24899.6,-59.49292139115421,T3,Healthy
25480.76,-58.85042125407416,T3,Healthy
26075.49,-60.171229488442904,T3,Healthy
26684.1,-61.40179453840046,T3,Healthy
27306.91,-61.572966347832605,T3,Healthy
27944.26,-61.92296657898776,T3,Healthy
28596.48,-61.42322627044118,T3,Healthy
29263.93,-61.7685848301846,T3,Healthy
29946.96,-62.631128315110544,T3,Healthy
30645.93,-61.902056997895,T3,Healthy
31361.21,-63.462251308284884,T3,Healthy
32093.19,-63.34753741863839,T3,Healthy
32842.25,-63.102389686327996,T3,Healthy
33608.79,-62.11033507798224,T3,Healthy
34393.23,-63.11795950817038,T3,Healthy
35195.97,-63.78794546632507,T3,Healthy
36017.46,-63.88389116853036,T3,Healthy
36858.11,-63.06479127005682,T3,Healthy
37718.39,-65.36000664063855,T3,Healthy
38598.74,-65.13153287394029,T3,Healthy
39499.64,-64.62324852936234,T3,Healthy
40421.57,-64.45430625562832,T3,Healthy
41365.02,-66.17300395824601,T3,Healthy
42330.49,-64.18641160647357,T3,Healthy
43318.49,-65.33359441465059,T3,Healthy
44329.56,-66.38759593700382,T3,Healthy
45364.22,-65.52849457754802,T3,Healthy
46423.03,-66.23678272070188,T3,Healthy
47506.55,-67.78014280114506,T3,Healthy
48615.36,-66.9111915019448,T3,Healthy
49750.06,-67.2357404242648,T3,Healthy
50911.23,-67.71909831577005,T3,Healthy
52099.51,-67.46924220653061,T3,Healthy
53315.53,-66.2741485619738,T3,Healthy
54559.92,-67.98316753800148,T3,Healthy
55833.36,-67.87838973411367,T3,Healthy
57136.53,-68.92807230600533,T3,Healthy
58470.1,-68.61247582379225,T3,Healthy
59834.81,-68.07731846295499,T3,Healthy
61231.37,-70.32885841626177,T3,Healthy
62660.52,-67.99683325850575,T3,Healthy
64123.03,-71.14797943988977,T3,Healthy
65619.67,-69.7791904285371,T3,Healthy
67151.25,-68.2641603675939,T3,Healthy
68718.58,-70.01267623826956,T3,Healthy
70322.48,-70.88487734142447,T3,Healthy
71963.82,-71.78563786014335,T3,Healthy
73643.47,-70.79858612471698,T3,Healthy
75362.33,-69.47707723727795,T3,Healthy
77121.3,-71.49710994042734,T3,Healthy
78921.33,-72.01887987493404,T3,Healthy
80763.37,-72.84576760133749,T3,Healthy
82648.4,-70.72710643293122,T3,Healthy
84577.43,-72.33886916216086,T3,Healthy
86551.49,-72.58678570308706,T3,Healthy
88571.62,-74.25296717233962,T3,Healthy
90638.9,-73.24179881776978,T3,Healthy
92754.43,-72.1985088993224,T3,Healthy
94919.34,-72.836432487413,T3,Healthy
97134.78,-72.43725954054608,T3,Healthy
99401.92,-73.64717939507747,T3,Healthy
101721.99,-72.70885591416658,T3,Healthy
104096.2,-74.71589497181343,T3,Healthy
106525.83,-75.54340378688195,T3,Healthy
109012.16,-73.12996351228244,T3,Healthy
111556.53,-75.45917647767722,T3,Healthy
114160.28,-75.9942462906622,T3,Healthy
116824.81,-75.14907204060201,T3,Healthy
119551.52,-77.00327365333321,T3,Healthy
122341.88,-77.41198484748614,T3,Healthy
125197.37,-76.17716246125694,T3,Healthy
128119.5,-75.65309737737518,T3,Healthy
131109.83,-77.58805064710208,T3,Healthy
134169.97,-77.20245429342886,T3,Healthy
137301.52,-77.95795673683348,T3,Healthy
140506.17,-77.9714622608165,T3,Healthy
143785.61,-77.3618858999096,T3,Healthy
147141.6,-77.84368160653948,T3,Healthy
150575.92,-77.72995360439447,T3,Healthy
154090.39,-78.37457284353543,T3,Healthy
157686.89,-78.21169886577653,T3,Healthy
161367.34,-78.51227315112145,T3,Healthy
165133.68,-78.41389620846806,T3,Healthy
168987.94,-79.23543660565875,T3,Healthy
172932.15,-79.46254441853553,T3,Healthy
176968.43,-79.83431960116464,T3,Healthy
181098.91,-80.74916313201436,T3,Healthy
185325.79,-80.4747308971064,T3,Healthy
189651.34,-80.81577833825123,T3,Healthy
194077.84,-79.93069218219145,T3,Healthy
198607.66,-82.2124366439524,T3,Healthy
203243.2,-82.26581765860936,T3,Healthy
207986.94,-81.06740914955736,T3,Healthy
212841.4,-83.06212072780687,T3,Healthy
217809.17,-82.51954387710046,T3,Healthy
222892.88,-81.93631537491434,T3,Healthy
228095.25,-82.82317058148372,T3,Healthy
233419.04,-83.33840669607817,T3,Healthy
238867.09,-82.42126466604553,T3,Healthy
244442.3,-83.67844963616626,T3,Healthy
250147.63,-82.94627596540698,T3,Healthy
255986.13,-84.04390318509961,T3,Healthy
261960.9,-84.75215876498845,T3,Healthy
268075.12,-85.07900965639085,T3,Healthy
274332.05,-83.93577658442165,T3,Healthy
280735.02,-84.32921668429937,T3,Healthy
287287.44,-85.85768740240007,T3,Healthy
293992.79,-87.57012841324706,T3,Healthy
300854.64,-85.11263932411448,T3,Healthy
307876.65,-85.7910649946366,T3,Healthy
315062.56,-86.32181718990506,T3,Healthy
322416.18,-86.39442483286818,T3,Healthy
329941.45,-88.32086167668504,T3,Healthy
337642.35,-85.96240380153937,T3,Healthy
345522.99,-87.69513879648302,T3,Healthy
353587.57,-87.18723654381151,T3,Healthy
361840.38,-88.36887290589456,T3,Healthy
370285.81,-88.58891163298577,T3,Healthy
378928.36,-88.8715467993247,T3,Healthy
387772.63,-87.57179123331822,T3,Healthy
396823.33,-89.48001849262978,T3,Healthy
406085.27,-90.01957926295682,T3,Healthy
415563.38,-89.02628657369998,T3,Healthy
425262.72,-88.88227158109083,T3,Healthy
435188.44,-90.24384960518863,T3,Healthy
445345.83,-90.80057472952141,T3,Healthy
455740.3,-91.79884107547511,T3,Healthy
466377.38,-89.61306736756458,T3,Healthy
477262.72,-90.94639006547058,T3,Healthy
488402.14,-90.84073776190947,T3,Healthy
499801.55,-91.97313256276514,T3,Healthy
511467.02,-92.52742464349275,T3,Healthy
523404.77,-90.7419866057859,T3,Healthy
535621.15,-91.13773640231021,T3,Healthy
548122.66,-92.18522764460022,T3,Healthy
560915.96,-92.58619790649267,T3,Healthy
574007.86,-92.7605328154138,T3,Healthy
587405.32,-92.00430307592521,T3,Healthy
601115.49,-93.36590276701533,T3,Healthy
615145.65,-93.14015205814876,T3,Healthy
629503.28,-93.39799256911287,T3,Healthy
644196.02,-93.00367312322493,T3,Healthy
659231.69,-93.42412378377256,T3,Healthy
674618.3,-93.46282900604487,T3,Healthy
690364.03,-94.936222591926,T3,Healthy
706477.27,-94.66032909275796,T3,Healthy
722966.6,-96.877618778589,T3,Healthy
739840.8,-95.52780495316689,T3,Healthy
757108.84,-95.32468620126707,T3,Healthy
774779.92,-95.68343325390978,T3,Healthy
792863.45,-95.68134065160207,T3,Healthy
811369.05,-95.71839392944618,T3,Healthy
830306.57,-96.05533785682427,T3,Healthy
849686.11,-97.10540388672969,T3,Healthy
869517.96,-96.34489829815442,T3,Healthy
889812.69,-96.69786233921414,T3,Healthy
910581.11,-98.61345683540074,T3,Healthy
931834.27,-99.53811868425319,T3,Healthy
953583.48,-98.54833119600508,T3,Healthy
975840.32,-98.3604451856172,T3,Healthy
998616.64,-99.58356511001487,T3,Healthy
1021924.56,-98.7802431935119,T3,Healthy
1045776.5,-97.48856128293725,T3,Healthy
1070185.14,-99.43977928698034,T3,Healthy
1095163.49,-98.08919776517914,T3,Healthy
1120724.84,-99.15233463711448,T3,Healthy
1146882.8,-100.1762166355081,T3,Healthy
1173651.28,-100.34488818054477,T3,Healthy
1201044.55,-101.1597991392082,T3,Healthy
1229077.19,-100.96638005144678,T3,Healthy
1257764.11,-101.52804371324356,T3,Healthy
1287120.59,-103.68012821970241,T3,Healthy
1317162.26,-102.55232070578744,T3,Healthy
1347905.11,-103.94285960302454,T3,Healthy
1379365.5,-103.42551582903306,T3,Healthy
1411560.18,-101.21927777224167,T3,Healthy
1444506.3,-103.44505690819872,T3,Healthy
1478221.38,-101.78446358261246,T3,Healthy
1512723.38,-103.05242228343657,T3,Healthy
1548030.66,-103.95690939951474,T3,Healthy
1584162.03,-103.41827549295215,T3,Healthy
1621136.71,-104.36317858387442,T3,Healthy
1658974.38,-102.38906411811587,T3,Healthy
1697695.19,-105.25517940893066,T3,Healthy
1737319.76,-104.11046771721186,T3,Healthy
1777869.17,-105.19486403065783,T3,Healthy
1819365.02,-104.63034692975423,T3,Healthy
1861829.38,-104.79890607160509,T3,Healthy
1905284.87,-105.69508060267746,T3,Healthy
1949754.63,-104.51108877263869,T3,Healthy
1995262.31,-105.32882069470416,T3,Healthy
19.95,-34.58787472805322,T4,Winding_Deformation
20.42,-33.90627049880363,T4,Winding_Deformation
20.89,-35.570482564647094,T4,Winding_Deformation
21.38,-34.44140582846172,T4,Winding_Deformation
21.88,-32.10928096330012,T4,Winding_Deformation
22.39,-34.34505707766431,T4,Winding_Deformation
22.92,-35.62216021472486,T4,Winding_Deformation
23.45,-34.57930390968267,T4,Winding_Deformation
24.0,-34.504850810844516,T4,Winding_Deformation
24.56,-34.676995789296186,T4,Winding_Deformation
25.13,-33.76726810295239,T4,Winding_Deformation
25.72,-35.08735678845442,T4,Winding_Deformation
26.32,-33.60876998871826,T4,Winding_Deformation
26.93,-33.348065124120794,T4,Winding_Deformation
27.56,-33.65228512624721,T4,Winding_Deformation
28.2,-33.77291904239926,T4,Winding_Deformation
28.86,-34.0622764916728,T4,Winding_Deformation
29.54,-32.455085736224774,T4,Winding_Deformation
30.22,-30.97815114229619,T4,Winding_Deformation
30.93,-35.10628053735827,T4,Winding_Deformation
31.65,-33.03325348135137,T4,Winding_Deformation
32.39,-34.35340453703512,T4,Winding_Deformation
33.15,-31.59493349359987,T4,Winding_Deformation
33.92,-34.31112661270429,T4,Winding_Deformation
34.71,-31.484416390492775,T4,Winding_Deformation
35.52,-34.784961241862675,T4,Winding_Deformation
36.35,-32.480426713540055,T4,Winding_Deformation
37.2,-32.83861070666022,T4,Winding_Deformation
38.07,-32.375036915057976,T4,Winding_Deformation
38.96,-32.628663942833875,T4,Winding_Deformation
39.87,-31.232535660939163,T4,Winding_Deformation
40.8,-34.26753332455617,T4,Winding_Deformation
41.75,-32.551257141272785,T4,Winding_Deformation
42.72,-33.05792767324839,T4,Winding_Deformation
43.72,-33.26698979679733,T4,Winding_Deformation
44.74,-32.99811174140583,T4,Winding_Deformation
45.78,-33.536096563159525,T4,Winding_Deformation
46.85,-33.68713005308352,T4,Winding_Deformation
47.95,-31.28042353107532,T4,Winding_Deformation
49.07,-33.24408541781004,T4,Winding_Deformation
50.21,-32.69301385475824,T4,Winding_Deformation
51.38,-33.20948285300851,T4,Winding_Deformation
52.58,-31.526726978269018,T4,Winding_Deformation
53.81,-32.01168797483657,T4,Winding_Deformation
55.07,-32.30667830436244,T4,Winding_Deformation
56.35,-31.920712716977235,T4,Winding_Deformation
57.67,-33.67618699857664,T4,Winding_Deformation
59.01,-33.122297508092096,T4,Winding_Deformation
60.39,-31.576976364835883,T4,Winding_Deformation
61.8,-32.39040563106097,T4,Winding_Deformation
63.24,-32.53964671879098,T4,Winding_Deformation
64.72,-32.38813430344298,T4,Winding_Deformation
66.23,-31.620405456966818,T4,Winding_Deformation
67.77,-33.01746941564814,T4,Winding_Deformation
69.36,-33.26749715777078,T4,Winding_Deformation
70.97,-32.04561275040405,T4,Winding_Deformation
72.63,-31.99481208251718,T4,Winding_Deformation
74.33,-33.478184762343446,T4,Winding_Deformation
76.06,-33.96515991189743,T4,Winding_Deformation
77.84,-32.63306323458207,T4,Winding_Deformation
79.65,-31.937634155795458,T4,Winding_Deformation
81.51,-33.64573804071788,T4,Winding_Deformation
83.41,-31.848069410198963,T4,Winding_Deformation
85.36,-31.581589830310907,T4,Winding_Deformation
87.35,-33.67509043208832,T4,Winding_Deformation
89.39,-32.32970028009576,T4,Winding_Deformation
91.48,-31.129789198982106,T4,Winding_Deformation
93.61,-32.571817971692255,T4,Winding_Deformation
95.8,-34.48021845353253,T4,Winding_Deformation
98.04,-33.26814581191671,T4,Winding_Deformation
100.32,-32.48312709164525,T4,Winding_Deformation
102.67,-31.553911698224937,T4,Winding_Deformation
105.06,-32.745375403748966,T4,Winding_Deformation
107.51,-31.938573861122894,T4,Winding_Deformation
110.02,-33.453588945719595,T4,Winding_Deformation
112.59,-33.23066313326055,T4,Winding_Deformation
115.22,-32.29784845566345,T4,Winding_Deformation
117.91,-31.33853545921332,T4,Winding_Deformation
120.66,-33.93485407269599,T4,Winding_Deformation
123.48,-34.274177042062,T4,Winding_Deformation
126.36,-29.996922675935544,T4,Winding_Deformation
129.31,-32.73007344681501,T4,Winding_Deformation
132.33,-32.23650777842422,T4,Winding_Deformation
135.41,-32.352941661669206,T4,Winding_Deformation
138.57,-31.575423765190234,T4,Winding_Deformation
141.81,-32.158385376669465,T4,Winding_Deformation
145.12,-31.07446642021056,T4,Winding_Deformation
148.51,-34.407968691629335,T4,Winding_Deformation
151.97,-33.09424831423899,T4,Winding_Deformation
155.52,-32.4706793117509,T4,Winding_Deformation
159.15,-31.875216824522095,T4,Winding_Deformation
162.86,-33.79410329677325,T4,Winding_Deformation
166.66,-34.45765699748749,T4,Winding_Deformation
170.55,-33.483921373052915,T4,Winding_Deformation
174.54,-31.477119148295714,T4,Winding_Deformation
178.61,-33.55321426547467,T4,Winding_Deformation
182.78,-33.17573998614459,T4,Winding_Deformation
187.04,-33.17300189381282,T4,Winding_Deformation
191.41,-33.093471983464234,T4,Winding_Deformation
195.88,-32.691559401798166,T4,Winding_Deformation
200.45,-34.205377709900716,T4,Winding_Deformation
205.13,-31.643641339925225,T4,Winding_Deformation
209.92,-33.332121206684135,T4,Winding_Deformation
214.81,-31.30094323706355,T4,Winding_Deformation
219.83,-33.28675598088041,T4,Winding_Deformation
224.96,-31.574810766807065,T4,Winding_Deformation
230.21,-32.531916185543004,T4,Winding_Deformation
235.58,-31.421159786444807,T4,Winding_Deformation
241.08,-32.95002832241252,T4,Winding_Deformation
246.71,-32.15697652867765,T4,Winding_Deformation
252.47,-32.790730249953626,T4,Winding_Deformation
258.36,-33.43813223504022,T4,Winding_Deformation
264.39,-32.76249521069241,T4,Winding_Deformation
270.56,-31.989004903383094,T4,Winding_Deformation
276.88,-31.17986723417927,T4,Winding_Deformation
283.34,-32.232544339181686,T4,Winding_Deformation
289.95,-33.70515284659012,T4,Winding_Deformation
296.72,-31.92892603807283,T4,Winding_Deformation
303.64,-32.29107657523593,T4,Winding_Deformation
310.73,-32.10052725987474,T4,Winding_Deformation
317.98,-31.684222565079846,T4,Winding_Deformation
325.41,-34.56341831910357,T4,Winding_Deformation
333.0,-34.30841769109083,T4,Winding_Deformation
340.77,-32.6839762055185,T4,Winding_Deformation
348.73,-32.99517657071854,T4,Winding_Deformation
356.87,-32.8097273937617,T4,Winding_Deformation
365.2,-35.227013211812135,T4,Winding_Deformation
373.72,-33.76255122543803,T4,Winding_Deformation
382.44,-33.465719482821534,T4,Winding_Deformation
391.37,-33.43495249297718,T4,Winding_Deformation
400.5,-33.21642734794675,T4,Winding_Deformation
409.85,-32.880335590035706,T4,Winding_Deformation
419.42,-34.4581830080637,T4,Winding_Deformation
429.21,-35.1342728717797,T4,Winding_Deformation
439.22,-34.75226147261221,T4,Winding_Deformation
449.47,-33.4215935283494,T4,Winding_Deformation
459.97,-32.737370922292385,T4,Winding_Deformation
470.7,-34.3493308857771,T4,Winding_Deformation
481.69,-34.139917405648035,T4,Winding_Deformation
492.93,-32.058485301148934,T4,Winding_Deformation
504.44,-33.23421087745279,T4,Winding_Deformation
516.21,-33.94651087992216,T4,Winding_Deformation
528.26,-35.37983039041982,T4,Winding_Deformation
540.59,-35.93064298876022,T4,Winding_Deformation
553.2,-35.08308498732212,T4,Winding_Deformation
566.12,-35.47227749063377,T4,Winding_Deformation
579.33,-36.3433367541684,T4,Winding_Deformation
592.85,-35.14612365083714,T4,Winding_Deformation
606.69,-35.02307610822209,T4,Winding_Deformation
620.85,-35.39394117755896,T4,Winding_Deformation
635.34,-35.99804019305849,T4,Winding_Deformation
650.17,-32.70608741319059,T4,Winding_Deformation
665.34,-34.997152009521294,T4,Winding_Deformation
680.87,-36.20588953064874,T4,Winding_Deformation
696.76,-35.0692629619135,T4,Winding_Deformation
713.03,-37.719467663471356,T4,Winding_Deformation
729.67,-36.429924045798664,T4,Winding_Deformation
746.7,-36.77215913412234,T4,Winding_Deformation
764.13,-36.72330045459491,T4,Winding_Deformation
781.96,-35.26659161656404,T4,Winding_Deformation
800.21,-37.0013761540024,T4,Winding_Deformation
818.89,-36.03959190136856,T4,Winding_Deformation
838.0,-37.198313070029236,T4,Winding_Deformation
857.56,-34.813573400885495,T4,Winding_Deformation
877.58,-38.15173845400584,T4,Winding_Deformation
898.06,-36.358909136589354,T4,Winding_Deformation
919.02,-37.59100068723969,T4,Winding_Deformation
940.47,-37.91760561756451,T4,Winding_Deformation
962.42,-38.12414894691429,T4,Winding_Deformation
984.89,-38.337137344024775,T4,Winding_Deformation
1007.88,-39.42895258256421,T4,Winding_Deformation
1031.4,-38.03612105101891,T4,Winding_Deformation
1055.47,-37.75444451100281,T4,Winding_Deformation
1080.11,-39.00132864705092,T4,Winding_Deformation
1105.32,-39.21921789823118,T4,Winding_Deformation
1131.12,-37.792157283967,T4,Winding_Deformation
1157.52,-40.791955546990806,T4,Winding_Deformation
1184.53,-39.13372233461305,T4,Winding_Deformation
1212.18,-41.48932483741395,T4,Winding_Deformation
1240.47,-42.78457833637883,T4,Winding_Deformation
1269.43,-41.774249334193115,T4,Winding_Deformation
1299.05,-41.19431062494305,T4,Winding_Deformation
1329.37,-41.88559155058775,T4,Winding_Deformation
1360.4,-42.14218564503831,T4,Winding_Deformation
1392.15,-42.34783020414693,T4,Winding_Deformation
1424.65,-44.16768109576379,T4,Winding_Deformation
1457.9,-42.043676600385616,T4,Winding_Deformation
1491.93,-42.56090239163169,T4,Winding_Deformation
1526.75,-43.19277179727612,T4,Winding_Deformation
1562.38,-42.03560236706978,T4,Winding_Deformation
1598.85,-42.707421693724214,T4,Winding_Deformation
1636.17,-45.037708857707,T4,Winding_Deformation
1674.36,-42.80569162933342,T4,Winding_Deformation
1713.44,-42.36763922270709,T4,Winding_Deformation
1753.43,-43.07158087464366,T4,Winding_Deformation
1794.35,-44.71886031807091,T4,Winding_Deformation
1836.23,-44.79018766386721,T4,Winding_Deformation
1879.09,-44.90627919169628,T4,Winding_Deformation
1922.95,-44.073441044196855,T4,Winding_Deformation
1967.83,-45.04059695973681,T4,Winding_Deformation
2013.76,-45.57354632891927,T4,Winding_Deformation
2060.76,-44.58669511686289,T4,Winding_Deformation
2108.86,-45.64372743371411,T4,Winding_Deformation
2158.08,-44.90514545991624,T4,Winding_Deformation
2208.45,-45.78463218768415,T4,Winding_Deformation
2260.0,-44.78950636096738,T4,Winding_Deformation
2312.75,-44.909212739698795,T4,Winding_Deformation
2366.73,-44.46404362339313,T4,Winding_Deformation
2421.97,-48.68843549200295,T4,Winding_Deformation
2478.5,-45.97782602946447,T4,Winding_Deformation
2536.35,-47.01546819120658,T4,Winding_Deformation
2595.54,-47.281968609379305,T4,Winding_Deformation
2656.12,-47.286136719844784,T4,Winding_Deformation
2718.12,-45.863353248817575,T4,Winding_Deformation
2781.56,-47.74502686434625,T4,Winding_Deformation
2846.48,-48.89672336867712,T4,Winding_Deformation
2912.92,-47.93609981718887,T4,Winding_Deformation
2980.91,-48.49906464263635,T4,Winding_Deformation
3050.48,-46.331641628246345,T4,Winding_Deformation
3121.68,-49.66535567899031,T4,Winding_Deformation
3194.54,-47.69470446636071,T4,Winding_Deformation
3269.1,-47.77476075774717,T4,Winding_Deformation
3345.41,-47.23413876760708,T4,Winding_Deformation
3423.49,-49.42172451332465,T4,Winding_Deformation
3503.39,-48.75798128437551,T4,Winding_Deformation
3585.16,-48.635363874435804,T4,Winding_Deformation
3668.84,-49.44079298972514,T4,Winding_Deformation
3754.47,-49.133446870784354,T4,Winding_Deformation
3842.1,-50.04265523159577,T4,Winding_Deformation
3931.78,-49.99917778663072,T4,Winding_Deformation
4023.55,-49.300467662386225,T4,Winding_Deformation
4117.46,-50.31234456190573,T4,Winding_Deformation
4213.56,-49.67677091210536,T4,Winding_Deformation
4311.91,-49.88437539766719,T4,Winding_Deformation
4412.55,-50.10446161130934,T4,Winding_Deformation
4515.54,-51.053615469183626,T4,Winding_Deformation
4620.93,-50.43331421954191,T4,Winding_Deformation
4728.78,-50.69564484817112,T4,Winding_Deformation
4839.16,-49.38529249456059,T4,Winding_Deformation
4952.1,-51.37887804825512,T4,Winding_Deformation
5067.69,-49.43120995133251,T4,Winding_Deformation
5185.97,-50.90260986341736,T4,Winding_Deformation
5307.01,-50.714137701462356,T4,Winding_Deformation
5430.87,-50.85358798142699,T4,Winding_Deformation
5557.63,-50.76862555725332,T4,Winding_Deformation
5687.35,-49.969240256754034,T4,Winding_Deformation
5820.09,-50.78927174538,T4,Winding_Deformation
5955.93,-49.83519610959262,T4,Winding_Deformation
6094.95,-52.07474866625721,T4,Winding_Deformation
6237.2,-53.533912112102385,T4,Winding_Deformation
6382.78,-52.463409818319796,T4,Winding_Deformation
6531.76,-53.499943905281846,T4,Winding_Deformation
6684.21,-53.444943122487224,T4,Winding_Deformation
6840.22,-54.0116579863464,T4,Winding_Deformation
6999.87,-53.848802945909796,T4,Winding_Deformation
7163.25,-51.86121269984561,T4,Winding_Deformation
7330.44,-53.4139761485335,T4,Winding_Deformation
7501.54,-54.00201609182044,T4,Winding_Deformation
7676.63,-52.06018888306055,T4,Winding_Deformation
7855.8,-52.45821502592427,T4,Winding_Deformation
8039.16,-53.76145913992592,T4,Winding_Deformation
8226.79,-53.312107876260264,T4,Winding_Deformation
8418.81,-52.60677316336824,T4,Winding_Deformation
8615.3,-53.660195260079554,T4,Winding_Deformation
8816.39,-54.56921989996871,T4,Winding_Deformation
9022.16,-54.993142271442345,T4,Winding_Deformation
9232.74,-53.98616136326905,T4,Winding_Deformation
9448.24,-54.319087193398616,T4,Winding_Deformation
9668.76,-53.41688279721912,T4,Winding_Deformation
9894.43,-54.676710313369476,T4,Winding_Deformation
10125.37,-55.57596201987131,T4,Winding_Deformation
10361.7,-54.320009003772675,T4,Winding_Deformation
10603.54,-55.5904182194632,T4,Winding_Deformation
10851.03,-54.73436705252217,T4,Winding_Deformation
11104.29,-53.66451087276009,T4,Winding_Deformation
11363.47,-55.89614617111365,T4,Winding_Deformation
11628.7,-55.175683151749894,T4,Winding_Deformation
11900.11,-54.15741065297336,T4,Winding_Deformation
12177.86,-55.54685651696127,T4,Winding_Deformation
12462.1,-57.18960818757901,T4,Winding_Deformation
12752.97,-56.08107809196895,T4,Winding_Deformation
13050.62,-55.71091683521042,T4,Winding_Deformation
13355.23,-55.49832200777543,T4,Winding_Deformation
13666.94,-57.2507377192114,T4,Winding_Deformation
13985.93,-54.25724157016182,T4,Winding_Deformation
14312.37,-56.86977303947847,T4,Winding_Deformation
14646.42,-56.5095958933843,T4,Winding_Deformation
14988.27,-57.426053240162254,T4,Winding_Deformation
15338.1,-56.81624569689809,T4,Winding_Deformation
15696.09,-57.065330497181236,T4,Winding_Deformation
16062.44,-58.53061082965415,T4,Winding_Deformation
16437.34,-56.303323976955674,T4,Winding_Deformation
16821.0,-57.04407376824971,T4,Winding_Deformation
17213.6,-56.795650573337014,T4,Winding_Deformation
17615.37,-58.21115394018168,T4,Winding_Deformation
18026.52,-57.39798437080199,T4,Winding_Deformation
18447.26,-56.692197574686354,T4,Winding_Deformation
18877.82,-60.30369922818951,T4,Winding_Deformation
19318.44,-58.24251581758288,T4,Winding_Deformation
19769.33,-58.93930050651013,T4,Winding_Deformation
20230.75,-58.84668247322089,T4,Winding_Deformation
20702.94,-57.90811318318241,T4,Winding_Deformation
21186.15,-60.96366784942375,T4,Winding_Deformation
21680.64,-58.23479333666795,T4,Winding_Deformation
22186.67,-60.82719447725403,T4,Winding_Deformation
22704.51,-59.28226942573241,T4,Winding_Deformation
23234.44,-61.0482273974252,T4,Winding_Deformation
23776.74,-61.29504558541124,T4,Winding_Deformation
24331.69,-58.68394612205784,T4,Winding_Deformation
24899.6,-60.04332382671583,T4,Winding_Deformation
25480.76,-60.91827852675789,T4,Winding_Deformation
26075.49,-61.22041799999988,T4,Winding_Deformation
26684.1,-60.715103899251574,T4,Winding_Deformation
27306.91,-61.09617395528154,T4,Winding_Deformation
27944.26,-60.63120738702408,T4,Winding_Deformation
28596.48,-61.25354661224328,T4,Winding_Deformation
29263.93,-60.47599331688363,T4,Winding_Deformation
29946.96,-64.70650305368515,T4,Winding_Deformation
30645.93,-61.844497992852965,T4,Winding_Deformation
31361.21,-61.324311275531535,T4,Winding_Deformation
32093.19,-63.70520762044636,T4,Winding_Deformation
32842.25,-62.89051079275212,T4,Winding_Deformation
33608.79,-63.95411743115518,T4,Winding_Deformation
34393.23,-61.353900680086085,T4,Winding_Deformation
35195.97,-63.421122928678464,T4,Winding_Deformation
36017.46,-63.671918654751614,T4,Winding_Deformation
36858.11,-65.82783642435241,T4,Winding_Deformation
37718.39,-64.38002250848676,T4,Winding_Deformation
38598.74,-65.19612544125427,T4,Winding_Deformation
39499.64,-64.99846531789674,T4,Winding_Deformation
40421.57,-63.27713575851,T4,Winding_Deformation
41365.02,-65.09283324697816,T4,Winding_Deformation
42330.49,-66.14256895440512,T4,Winding_Deformation
43318.49,-65.49515320699888,T4,Winding_Deformation
44329.56,-65.57790637356558,T4,Winding_Deformation
45364.22,-64.60612918309316,T4,Winding_Deformation
46423.03,-67.26121328493393,T4,Winding_Deformation
47506.55,-66.43457117125168,T4,Winding_Deformation
48615.36,-67.38201380847357,T4,Winding_Deformation
49750.06,-67.75327158478596,T4,Winding_Deformation
50911.23,-66.99327775427571,T4,Winding_Deformation
52099.51,-67.91066747659073,T4,Winding_Deformation
53315.53,-68.4297981029796,T4,Winding_Deformation
54559.92,-67.14107587753375,T4,Winding_Deformation
55833.36,-70.30231436314035,T4,Winding_Deformation
57136.53,-67.37232300401074,T4,Winding_Deformation
58470.1,-67.59848592717681,T4,Winding_Deformation
59834.81,-67.11675090372924,T4,Winding_Deformation
61231.37,-67.93913370448044,T4,Winding_Deformation
62660.52,-67.63627647876912,T4,Winding_Deformation
64123.03,-71.25272590611527,T4,Winding_Deformation
65619.67,-70.14721373639654,T4,Winding_Deformation
67151.25,-69.92261998406126,T4,Winding_Deformation
68718.58,-68.42641553189758,T4,Winding_Deformation
70322.48,-72.11210245144875,T4,Winding_Deformation
71963.82,-70.52981118686802,T4,Winding_Deformation
73643.47,-71.19649093608312,T4,Winding_Deformation
75362.33,-72.55553706928781,T4,Winding_Deformation
77121.3,-71.43467193702064,T4,Winding_Deformation
78921.33,-72.2466809532555,T4,Winding_Deformation
80763.37,-74.04155325458954,T4,Winding_Deformation
82648.4,-71.54876945976852,T4,Winding_Deformation
84577.43,-72.72461406360566,T4,Winding_Deformation
